  X            Y 
0.000000	0.000000
0.100000	0.098355
0.200000	0.187081
0.300000	0.257493
0.400000	0.302699
0.500000	0.318274
0.600000	0.302695
0.700000	0.257486
0.800000	0.187073
0.900000	0.098350
1.000000	0.000000
1.100000	-0.098348
1.200000	-0.187068
1.300000	-0.257476
1.400000	-0.302679
1.500000	-0.318253
1.600000	-0.302675
1.700000	-0.257469
1.800000	-0.187061
1.900000	-0.098343
2.000000	0.000000
2.100000	0.098342
2.200000	0.187056
2.300000	0.257459
2.400000	0.302659
2.500000	0.318232
2.600000	0.302655
2.700000	0.257452
2.800000	0.187049
2.900000	0.098337
3.000000	0.000000
3.100000	-0.098335
3.200000	-0.187044
3.300000	-0.257442
3.400000	-0.302639
3.500000	-0.318211
3.600000	-0.302635
3.700000	-0.257435
3.800000	-0.187036
3.900000	-0.098330
4.000000	0.000000
4.100000	0.098329
4.200000	0.187031
4.300000	0.257425
4.400000	0.302619
4.500000	0.318190
4.600000	0.302615
4.700000	0.257418
4.800000	0.187024
4.900000	0.098324
5.000000	-0.000000
5.100000	-0.098322
5.200000	-0.187019
5.300000	-0.257408
5.400000	-0.302599
5.500000	-0.318169
5.600000	-0.302595
5.700000	-0.257401
5.800000	-0.187012
5.900000	-0.098317
6.000000	0.000000
6.100000	0.098316
6.200000	0.187007
6.300000	0.257391
6.400000	0.302579
6.500000	0.318148
6.600000	0.302575
6.700000	0.257384
6.800000	0.186999
6.900000	0.098311
7.000000	0.000000
7.100000	-0.098309
7.200000	-0.186994
7.300000	-0.257374
7.400000	-0.302559
7.500000	-0.318128
7.600000	-0.302555
7.700000	-0.257367
7.800000	-0.186987
7.900000	-0.098304
8.000000	-0.000000
8.100000	0.098303
8.200000	0.186982
8.300000	0.257357
8.400000	0.302539
8.500000	0.318107
8.600000	0.302535
8.700000	0.257350
8.800000	0.186975
8.900000	0.098298
9.000000	-0.000000
9.100000	-0.098296
9.200000	-0.186970
9.300000	-0.257340
9.400000	-0.302519
9.500000	-0.318086
9.600000	-0.302515
9.700000	-0.257333
9.800000	-0.186962
9.900000	-0.098291
10.000000	0.000000
****************************************************************************************************
Value of Energies
0.098696
0.394784
0.888266
1.579143
2.467426
3.553131
4.836291
6.316957
7.995207
9.871151
